filename,text
public/en_00093.wav,of animals had always troubled me.
public/en_00094.wav,although i didnt show much anxiety while.
public/en_00095.wav,asking the question.
public/en_00096.wav,i knew that i had an unfounded.
public/en_00097.wav,fear of monkeys.
public/en_00098.wav,to overcome that fear.
public/en_00099.wav,they wont do anything if left alone.
public/en_00100.wav,after all they too understand love and.
public/en_00101.wav,affection i had heard many nature lovers talk about.
public/en_00102.wav,love for animals but till date i have not been.
public/en_00103.wav,able to gather the courage to find out the.
public/en_00104.wav,truth and have also not nurtured any remote wish.
public/en_00105.wav,to do so so naturally it was not surprising for.
public/en_00106.wav,me to get apprehensive at the possibility of an.
public/en_00107.wav,attack from the monkeys and then.
public/en_00108.wav,i noticed bhabaprasad getting unduly.
public/en_00109.wav,assumed at the sudden apprehension that had gripped me.
public/en_00110.wav,have they ever harassed anyone say.
public/en_00111.wav,like destroying clothes and belongings.
public/en_00112.wav,or getting angry and clawing or gnawing.
public/en_00113.wav,at without letting me finish bhabaprasad explained that no.
public/en_00114.wav,such incident had ever occurred because the monkeys had.
public/en_00115.wav,by now understood that visitors came to the bungalow.
public/en_00116.wav,just for a night or two to rest and.
public/en_00117.wav,could never challenge their traditional supermacy like permanent residents.
public/en_00118.wav,in fact during their brief stayed a visitors.
public/en_00119.wav,either out of fear or love for.
public/en_00120.wav,natures resources would try to weave a temporary bond.
public/en_00121.wav,of friendship with the animals.
public/en_00122.wav,that in no way caused any obstruction.
public/en_00123.wav,to the dominance of the monkeys.
public/en_00124.wav,i did not let bhabaprasad know that i.
public/en_00125.wav,was not comforted by his assuagement.
public/en_00126.wav,he fits two buckets of water and.
public/en_00127.wav,placed them in the bathroom well water.
public/en_00128.wav,from where will you get municipal water here.
public/en_00129.wav,there were some traces of resentment in bhabaprasads straightforward.
public/en_00130.wav,reply it was natural because apart from the.
public/en_00131.wav,wells there could be no other source of.
public/en_00132.wav,water in the area the small hillocks in the.
public/en_00133.wav,surroundings made me realise that installing a tubewell was.
public/en_00134.wav,a difficult task because the rocks deep inside would.
public/en_00135.wav,surely cause obstructions to the pipes.
public/en_00136.wav,how far is the well if i can.
public/en_00137.wav,fits water myself when i need it.
public/en_00138.wav,i wont have to trouble you.
public/en_00139.wav,its quite nearby and can be seen from.
public/en_00140.wav,the back door of the bathroom.
public/en_00141.wav,bhabaprasad said.
public/en_00142.wav,compelling me to guess the location of.
public/en_00143.wav,the well with an indication of his finger.
public/en_00144.wav,you dont have to draw water from.
public/en_00145.wav,the well i will do it for you.
public/en_00146.wav,no i mean suppose i feel like cooling myself in.
public/en_00147.wav,he heat with a bucket of water.
public/en_00148.wav,why should i bother you so late.
public/en_00149.wav,there was some psychological reason for it.
public/en_00150.wav,and despite trying hard i had not been able.
public/en_00151.wav,prabals telephone rang shrilly.
public/en_00152.wav,hello yes prabal phukan speaking.
public/en_00153.wav,hey is that balen.
public/en_00154.wav,where are you calling from.
public/en_00155.wav,are you calling from guwahati.
public/en_00156.wav,when did you arrive in the U S A.
public/en_00157.wav,you are on your way here.
public/en_00158.wav,you will tell everything then.
public/en_00159.wav,but where are you putting up.
public/en_00160.wav,when and how will you come here.
public/en_00161.wav,i have to go to receive you.
public/en_00162.wav,there are regular buses playing from chicago to north western.
public/en_00163.wav,i will wait for you.
public/en_00164.wav,with a beating heart from two o clock.
public/en_00165.wav,hey i am not joking.
public/en_00166.wav,i am already impatient to meet you.
public/en_00167.wav,oh i havent meet you for so long.
public/en_00168.wav,really still can't believe.
public/en_00169.wav,you are calling from america.
public/en_00170.wav,it feels dream.
public/en_00171.wav,i will hang up otherwise you will get late.
public/en_00172.wav,you wont be able to catch the bus.
public/en_00173.wav,but i feel as if i will loss you.
public/en_00174.wav,i put the receiver down.
public/en_00175.wav,the dream will come to an ind.
public/en_00176.wav,i will wait till we meet.
public/en_00177.wav,putting down the receiver.
public/en_00178.wav,prabal started at the phone for a long time.
public/en_00179.wav,indeed balen had come here to america and in five hours time.
public/en_00180.wav,he would be here in flesh and blood.
public/en_00181.wav,he still could not believe it.
public/en_00182.wav,he picked up the receiver again and started.
public/en_00183.wav,hello judith this is prabal speaking.
public/en_00184.wav,a friend of mine has come from assam.
public/en_00185.wav,no not imran i am not sure when imran is coming.
public/en_00186.wav,he is balen i have told you about him.
public/en_00187.wav,that boy from golaghat.
public/en_00188.wav,golaghat near the nambor forest.
public/en_00189.wav,balen is a newspaper reporter.
public/en_00190.wav,senior reporter of an old and reputed daily of guwahati.
public/en_00191.wav,the one who was noticed after an interview with.
public/en_00192.wav,dr robin banerjee you remember him.
public/en_00193.wav,only at the mention of robin banerjee.
public/en_00194.wav,poor balen who have forgotten the very stairs.
public/en_00195.wav,which helped you to climb to the top.
public/en_00196.wav,anyway he is arriving here at around two.
public/en_00197.wav,he doesnt know of your existence.
public/en_00198.wav,unless he has heard rumours.
public/en_00199.wav,since we had not written to each other.
public/en_00200.wav,but he is a dear friend.
public/en_00201.wav,you know what kind of friend.
public/en_00202.wav,remember how we had quarrelled once.
public/en_00203.wav,you had tried to make amends with a.
public/en_00204.wav,definition of ideal friendship.
public/en_00205.wav,what you never make amends.
public/en_00206.wav,only i am the henpecked one.
public/en_00207.wav,to have found a gem like you.
public/en_00208.wav,can somebody after finding a diamond.
public/en_00209.wav,the diamond mines of kimberly.
public/en_00210.wav,in africa not be hen pecked.
public/en_00211.wav,anyway during that quarrel.
public/en_00212.wav,you had quoted plutarch line.
public/en_00213.wav,i do not need a friend who changes.
public/en_00214.wav,when i change who nods when i nod.
public/en_00215.wav,my shadow does that much better.
public/en_00216.wav,my friendship with balen fits that definition.
public/en_00217.wav,we indulged in endless disputes.
public/en_00218.wav,still we always agreed to disagree.
public/en_00219.wav,thats the basis of our friendship.
public/en_00220.wav,anyway after i spend a few hours with him.
public/en_00221.wav,i will take him to your place.
public/en_00222.wav,hope you have no other engagement.
public/en_00223.wav,you dont have any.
public/en_00224.wav,good i will hang up now you want.
public/en_00225.wav,the two of us to have dinner at your place.
public/en_00226.wav,i had already expected.
public/en_00227.wav,that i cannot help but confess.
public/en_00228.wav,darling and there he will get a second.
public/en_00229.wav,surprise in the course of time.
public/en_00230.wav,balen was safely insconced in prabals home.
public/en_00231.wav,prabal had enrolled in north western university.
public/en_00232.wav,to do his phd in engineering about four years ago.
public/en_00233.wav,he had rented a room in a big house like him.
public/en_00234.wav,judith garfield had also arrived from south africa.
public/en_00235.wav,to obtain the same degree at this university.
public/en_00236.wav,after that this couple hailing from two under.
public/en_00237.wav,a developed countries had grown so close.
public/en_00238.wav,that they now felt it was impossible to return to their.
public/en_00239.wav,respective countries in asia and africa to be so.
public/en_00240.wav,far away from one another.
public/en_00241.wav,so they had made a decision.
public/en_00242.wav,to complete their degrees.
public/en_00243.wav,get married and then move to guwahati.
public/en_00244.wav,india judith had at first expressed.
public/en_00245.wav,a desire to stay on in america.
public/en_00246.wav,but prabal had quoted an english poet.
public/en_00247.wav,i am an only son.
public/en_00248.wav,whats to be done judith.
public/en_00249.wav,i am the only son of our parents.
public/en_00250.wav,in our families.
public/en_00251.wav,even today elderly parents do not usually live alone.
public/en_00252.wav,but with their sons.
public/en_00253.wav,that is why.
public/en_00254.wav,i cannot leave my parents alone in their old age.
public/en_00255.wav,i have to go back.
public/en_00256.wav,i believe that.
public/en_00257.wav,my loving mother will welcome a girl.
public/en_00258.wav,like you with open arms.
public/en_00259.wav,deuta is a very liberal person.
public/en_00260.wav,and ma will be all the more happier.
public/en_00261.wav,when she realizes.
public/en_00262.wav,although have married an american girl.
public/en_00263.wav,she is no negro.
public/en_00264.wav,i havent brought along a black beauty.
public/en_00265.wav,and listen judith.
public/en_00266.wav,you will be happy living in our home.
public/en_00267.wav,because day and night.
public/en_00268.wav,there will be a huge elephant.
public/en_00269.wav,in front of your eyes.
public/en_00270.wav,an elephant our favourite animal.
public/en_00271.wav,that you are so crazy about.
public/en_00272.wav,after that prabal told her about the elephant.
public/en_00273.wav,balen and he also discuss the elephant.
public/en_00274.wav,although much later on.
public/en_00275.wav,because the two friends were meeting after.
public/en_00276.wav,such a long time.
public/en_00277.wav,they were busy exchanging news and gossip.
public/en_00278.wav,prabal first asked the reason for balens.
public/en_00279.wav,visit to america.
public/en_00280.wav,the assam association of america frequently invited.
public/en_00281.wav,artist and literari from assam.
public/en_00282.wav,this time the invitation was extended to journalists too.
public/en_00283.wav,balen had in the meanwhile.
public/en_00284.wav,become a renowned journalist of assam.
public/en_00285.wav,his fame had spread to america.
public/en_00286.wav,balen had remarked self deprecatingly.
public/en_00287.wav,over the seven seas and thirteen rivers.
public/en_00288.wav,the fame of this hopeless.
public/en_00289.wav,one has been carried by the wind.
public/en_00290.wav,you know that is.
public/en_00291.wav,why i have got this great opportunity to visit.
public/en_00292.wav,you absolutely free of cost.
public/en_00293.wav,first i stopped at chicago.
public/en_00294.wav,where they had made arrangements for me to stay.
public/en_00295.wav,with an assamese family.
public/en_00296.wav,tomorrow there will be a function.
public/en_00297.wav,i will give news from assam.
public/en_00298.wav,interrupting balen prabal had said.
public/en_00299.wav,there are some assamese families in chicago.
public/en_00300.wav,actually a part of chicago is crawling.
public/en_00301.wav,with asian people.
public/en_00302.wav,but wait that means you are going away tomorrow.
public/en_00303.wav,yes i have to go.
public/en_00304.wav,i cannot roam at will.
public/en_00305.wav,they have brought me here.
public/en_00306.wav,i must conform to their plans.
public/en_00307.wav,somehow i have managed to sneak off.
public/en_00308.wav,and visit you.
public/en_00309.wav,i am fortunate.
public/en_00310.wav,i can at least spend a night with you.
public/en_00311.wav,prabal i am really finding it cold here.
public/en_00312.wav,i had brought some warm clothes with me.
public/en_00313.wav,i never imagined it would be so cold here.
public/en_00314.wav,i havent that many dollars with me.
public/en_00315.wav,to buy an overcoat or something of that kind.
public/en_00316.wav,and fritter away my precious money.
public/en_00317.wav,dont worry about that.
public/en_00318.wav,i will give you one of my warm jackets.
public/en_00319.wav,i had thought about it.
public/en_00320.wav,even before you mentioned it.
public/en_00321.wav,isnt it really cold here.
public/en_00322.wav,just close by is lake michigan.
public/en_00323.wav,nearby are four lakes.
public/en_00324.wav,erie superior ontario and huron.
public/en_00325.wav,icy winds also blow from there.
public/en_00326.wav,i have experienced zero degree temperature here.
public/en_00327.wav,if the temperature falls below zero degree you will die of cold.
public/en_00328.wav,prabal told balen about judith only.
public/en_00329.wav,when they were on their way to her house.
public/en_00330.wav,prabal realised balen had no inkling of.
public/en_00331.wav,the matter from the latters reaction to the news.
public/en_00332.wav,what happened you look like.
public/en_00333.wav,you have been struck by a thunderbolt.
public/en_00334.wav,actually in view of our surroundings.
public/en_00335.wav,you look as though you are frozen stiff.
public/en_00336.wav,otherwise judiths food will get stone cold.
public/en_00337.wav,at judiths home.
public/en_00338.wav,she too stayed in a one room apartment.
public/en_00339.wav,like prabal they however had a piping hot meal.
public/en_00340.wav,balen had never dreamt in his wildest dreams.
public/en_00341.wav,that such surprises would await him in america.
public/en_00342.wav,he told prabal.
public/en_00343.wav,when i go back to assam.
public/en_00344.wav,my job will be to write about.
public/en_00345.wav,the work done by the assamese association here.
public/en_00346.wav,in the night i can simply open the door.
public/en_00347.wav,and fits the water myself.
public/en_00348.wav,i said as i changed my clothes.
public/en_00349.wav,bhabaprasad must convinced that i had.
public/en_00350.wav,no doubts about his sincerity and it was only.
public/en_00351.wav,to save him the unnecessary trouble that i had.
public/en_00352.wav,volunteered to fit water from the well when required.
public/en_00353.wav,he said i will be there.
public/en_00354.wav,you need not worry.
public/en_00355.wav,i had thought he would stop at that.
public/en_00356.wav,but proving me wrong he came near.
public/en_00357.wav,me and whispered it would be advisable not to.
public/en_00358.wav,venture out of the bungalow because these are not.
public/en_00359.wav,good times you can call me if you need.
public/en_00360.wav,water or want me to go to the market.
public/en_00361.wav,or fits cigarettes.
public/en_00362.wav,from the atmosphere pervading the area i could.
public/en_00363.wav,guess that it would not be wise to move.
public/en_00364.wav,around alone and invite trouble.
public/en_00365.wav,tomorrow morning when the forest department jeep.
public/en_00366.wav,arrive it would be to get into it.
public/en_00367.wav,finish my official work and leave this.
public/en_00368.wav,place nowadays it is natural for gun toting youths.
public/en_00369.wav,to visit such isolated places more frequently.
public/en_00370.wav,its the forest i am talking about.
public/en_00371.wav,huh how will my job be done if.
public/en_00372.wav,i am so scared of the guns since i.
public/en_00373.wav,have come here on official duty i must go.
public/en_00374.wav,out tomorrow how can i remain indoors.
public/en_00375.wav,fear with arrogance of a courageous and sincere.
public/en_00376.wav,government officer i hurled the words like darts at.
public/en_00377.wav,bhabaprasad and looked at him with.
public/en_00378.wav,convinced about todays sir being a man of metal.
public/en_00379.wav,a fearless officer pledged to his official.
public/en_00380.wav,duties and to whom duty had more worth than.
public/en_00381.wav,his own life i am not talking about the boys.
public/en_00382.wav,they will come openly.
public/en_00383.wav,indulge in some act and leave.
public/en_00384.wav,but its these unseen ones that create.
public/en_00385.wav,more trouble.
public/en_00386.wav,i was unable to make any head or.
public/en_00387.wav,tail of what bhaba was saying even as i.
public/en_00388.wav,tried to find out if he was in his.
public/en_00389.wav,normal state was he walking normally.
public/en_00390.wav,did he twist his tongue when he.
public/en_00391.wav,talked or had he over drunk that cheap stuff.
public/en_00392.wav,sir i had kept back the facts from.
public/en_00393.wav,you lest you might be scared.
public/en_00394.wav,but for the past some time now.
public/en_00395.wav,officers have stopped staying in his bungalow.
public/en_00396.wav,things are very scary.
public/en_00397.wav,i did not show any eagerness to listen.
public/en_00398.wav,to bhabaprasad intently because i didnt want to give.
public/en_00399.wav,him any hint of my weakness.
public/en_00400.wav,fear or of my mental state.
public/en_00401.wav,but a strong desire to hear out.
public/en_00402.wav,the rest of his story charged up within me.
public/en_00403.wav,and the show that i put up.
public/en_00404.wav,like a good actor disheartened him a lot maybe.
public/en_00405.wav,he was not expecting such a vague and indifferent.
public/en_00406.wav,attitude from me.
public/en_00407.wav,he stopped talking and went out of.
public/en_00408.wav,the front door to the verandah.
public/en_00409.wav,i could hear the sounds his torn.
public/en_00410.wav,sandals made on the steps.
public/en_00411.wav,at what time would you like to have dinner early.
public/en_00412.wav,not letting him complete his enquiries he was.
public/en_00413.wav,making from the verandah.
public/en_00414.wav,i called out a bit loud from.
public/en_00415.wav,inside you can bring it anytime you want.
public/en_00416.wav,along with it bhabaprasad reentered the room.
public/en_00417.wav,something simple will do you can make a.
public/en_00418.wav,dish of mixed vegetable.
public/en_00419.wav,that will be fine.
public/en_00420.wav,i am a bit tired and would.
public/en_00421.wav,prefer to sleep early.
public/en_00422.wav,i saw the smile on bhabas face.
public/en_00423.wav,and got the impression that my menu would be.
public/en_00424.wav,very easy for him to prepare.
public/en_00425.wav,earlier the officers used to have frequent gorgeous.
public/en_00426.wav,parties here and i would make all the arrangements.
public/en_00427.wav,for them but there has been no such party.
public/en_00428.wav,for the last two years.
public/en_00429.wav,taking out the matchbox from the pocket.
public/en_00430.wav,of his khaki trousers bhabaprasad put it on the.
public/en_00431.wav,table and said we have frequent power failures here.
public/en_00432.wav,there are two candles inside the drawer.
public/en_00433.wav,why are parties not held now a days surely bhabaprasad.
public/en_00434.wav,was not aware that i had put the question.
public/en_00435.wav,to him in order to elicit more details about.
public/en_00436.wav,his unfinished story.
public/en_00437.wav,after two major incidents the officers stopped coming.
public/en_00438.wav,here out of fear.
public/en_00439.wav,what do you mean.
public/en_00440.wav,i was surprised when i heard from the.
public/en_00441.wav,ranger that you were coming.
public/en_00442.wav,sir had asked me not to tell.
public/en_00443.wav,you anything about those incidents if you didnt ask.
public/en_00444.wav,about them it was not that i was trying to.
public/en_00445.wav,unfold the mystery i wanted to know the details.
public/en_00446.wav,from bhabaprasad only for my own safety.
public/en_00447.wav,even if i had to leave now.
public/en_00448.wav,i could do so within half an hour in.
public/en_00449.wav,the rangers car but actually i ought to know.
public/en_00450.wav,why i felt the danger to my life and.
public/en_00451.wav,wanted to run away from the place.
public/en_00452.wav,mr gogoi was a cheerful person.
public/en_00453.wav,he would enjoy costly drinks with the.
public/en_00454.wav,ranger and go to bed only around two am.
public/en_00455.wav,occasionally he would come and spend two.
public/en_00456.wav,or three nights here.
public/en_00457.wav,and then one morning he suddenly died in bed.
public/en_00458.wav,the story of the dead man simply flowed.
public/en_00459.wav,out of bhabaprasads mouth without any emotion or excitement.
public/en_00460.wav,in his voice or any expression in his face.
public/en_00461.wav,i found nothing sensational about his story.
public/en_00462.wav,because the fact that a man could suddenly suffer.
public/en_00463.wav,a cardiac failure and die after drinking too much.
public/en_00464.wav,was known to me.
public/en_00465.wav,we all understood that ningni the ghost had.
public/en_00466.wav,killed gogoi during the night.
public/en_00467.wav,the huge footprints inside the house left.
public/en_00468.wav,us the warning that the ghost still moves around.
public/en_00469.wav,in the vicinity of the village.
public/en_00470.wav,one month prior to gogois death.
public/en_00471.wav,the ghost had killed niranjan tamuli too.
public/en_00472.wav,in a similar fashion.
public/en_00473.wav,it didnt take me long to understand the.
public/en_00474.wav,meaning of the unseen thing bhabaprasad had talked about.
public/en_00475.wav,of course his ghost story could in.
public/en_00476.wav,no way unsettle me because such hearsay is always.
public/en_00477.wav,linked with old guest houses.
public/en_00478.wav,of course there are some here who have.
public/en_00479.wav,seen the ghost.
public/en_00480.wav,i myself have heard his footsteps.
public/en_00481.wav,once dharani the faith healer had brought him.
public/en_00482.wav,under his control.
public/en_00483.wav,but of late he is said to.
public/en_00484.wav,have broken free from dharanis shackless.
public/en_00485.wav,you can never tell whom ningni would.
public/en_00486.wav,attack he is a fiery creature with eyes.
public/en_00487.wav,burning like ember.
public/en_00488.wav,the nails on the fingers of his.
public/en_00489.wav,big hairy hands a span long and dishevelled hair.
public/en_00490.wav,that has become matted at places and he sometimes.
public/en_00491.wav,roams the jungle wearing a red turban.
public/en_00492.wav,his feet remain a foot above the.
public/en_00493.wav,ground and when he sticks out his tongue he.
public/en_00494.wav,looks like goddess kali.
public/en_00495.wav,bhabaprasad looked at me with curiosity.
public/en_00496.wav,he wanted to find out the effect.
public/en_00497.wav,but i am becoming more impatient.
public/en_00498.wav,to go back and spread your news.
public/en_00499.wav,a white memsaheb had cooked rice.
public/en_00500.wav,fish in mustard curry for me in this foreign land.
public/en_00501.wav,you had mentioned over the phone.
public/en_00502.wav,hearing my voice had seemed like a dream to you.
public/en_00503.wav,well all these incidents after meeting you.
public/en_00504.wav,seem like a dream to me now.
public/en_00505.wav,although they had a rice and curry meal.
public/en_00506.wav,they had coffee afterwards and they whiled away.
public/en_00507.wav,long hours in conversation.
public/en_00508.wav,prabals conversation was always amusing.
public/en_00509.wav,so was balens.
public/en_00510.wav,this was what had attracted.
public/en_00511.wav,the two to each other in the first place.
public/en_00512.wav,you know judith like i had told you.
public/en_00513.wav,the friendship between us is based on.
public/en_00514.wav,plutarchs definition of friendship.
public/en_00515.wav,but a everything has a limit.
public/en_00516.wav,now look at him.
public/en_00517.wav,even after so many years.
public/en_00518.wav,he could not help but come over to meet me.
public/en_00519.wav,when he shivered with cold.
public/en_00520.wav,i told him that it was his misfortune.
public/en_00521.wav,come to one of the worlds coldest places.
public/en_00522.wav,at this balen flared up saying.
public/en_00523.wav,only he knew about the worlds coldest place.
public/en_00524.wav,where a deer.
public/en_00525.wav,which had jumped from a mountain.
public/en_00526.wav,had hung suspend in mid air.
public/en_00527.wav,frozen due to the cold.
public/en_00528.wav,then i told him that was impossible.
public/en_00529.wav,the earths gravitational pull would force.
public/en_00530.wav,the deer to come down.
public/en_00531.wav,do you know what this argumentative fellow.
public/en_00532.wav,who fills pages of his newspaper with sensational nonsense.
public/en_00533.wav,earns accolades for that said to me.
public/en_00534.wav,that in that cold.
public/en_00535.wav,even the earths gravitational pull had frozen.
public/en_00536.wav,at this judith was convulsed with laughter.
public/en_00537.wav,almost upset her coffee.
public/en_00538.wav,controlling her laughter she said.
public/en_00539.wav,only a deer could have remained suspended in mid air.
public/en_00540.wav,but an elephant would have.
public/en_00541.wav,definitely fallen to the ground.
public/en_00542.wav,balen i have not told you one thing about judith.
public/en_00543.wav,she is totally obsaid about elephants.
public/en_00544.wav,she loves me because of it.
public/en_00545.wav,i dont look like an elephant.
public/en_00546.wav,i cannot be compared to an elephant.
public/en_00547.wav,on the other hand you can compare.
public/en_00548.wav,me to another of assams precious animals.
public/en_00549.wav,the rhino because i am so thick skinned.
public/en_00550.wav,i dont mind the fact that judith loves elephants.
public/en_00551.wav,more than me.
public/en_00552.wav,oh listen when judith thinks about her native.
public/en_00553.wav,africa the first thing that comes to her mind.
public/en_00554.wav,she loves them a lot.
public/en_00555.wav,when she saw a tv report revealed.
public/en_00556.wav,how poachers slaughtered elephants for their tusks.
public/en_00557.wav,and were forcing them towards extinction.
public/en_00558.wav,she became teary eyed.
public/en_00559.wav,how many dead elephants the tv had showed.
public/en_00560.wav,the main reason for her attraction.
public/en_00561.wav,towards me was.
public/en_00562.wav,i too hailed from a country that had elephants.
public/en_00563.wav,after that when i told her.
public/en_00564.wav,from our house in guwahati.
public/en_00565.wav,she would see an elephant day and night.
public/en_00566.wav,her joy knew no bounds.
public/en_00567.wav,even though she knew it wasnt a real elephant.
public/en_00568.wav,dont you understand.
public/en_00569.wav,when we look towards.
public/en_00570.wav,the south from our house doesn't.
public/en_00571.wav,the entire kalapahar hill resemble a.
public/en_00572.wav,standing elephant touching the sky.
public/en_00573.wav,in the hope of seeing that sight.
public/en_00574.wav,judith has spared no effort to learn assamese.
public/en_00575.wav,besides learning assamese culture and language.
public/en_00576.wav,she has immediately consented to go to guwahati.
public/en_00577.wav,and be my life partner.
public/en_00578.wav,after letting prabal ramble on for a while.
public/en_00579.wav,judith quipped in.
public/en_00580.wav,it is i who have a rhino skin.
public/en_00581.wav,not your friend otherwise after hearing about.
public/en_00582.wav,all the misinformation he has spread about me.
public/en_00583.wav,why am i still continuing this relationship.
public/en_00584.wav,lets stop this nonsense.
public/en_00585.wav,we are meeting.
public/en_00586.wav,you for such a short while.
public/en_00587.wav,we must not waste time on such trivial matters.
public/en_00588.wav,mister dutta i have heard.
public/en_00589.wav,you are a renowned reporter.
public/en_00590.wav,and that a wonderful interview with dr robin banerjee.
public/en_00591.wav,prompted the editor to give you a job.
public/en_00592.wav,as a reporter you must have travelled.
public/en_00593.wav,all over assam and collected a lot of information.
public/en_00594.wav,so you must obviously have some news about assams.
public/en_00595.wav,wild life i dont know why but.
public/en_00596.wav,i have always been attracted to elephants.
public/en_00597.wav,ever since i was a child.
public/en_00598.wav,in spite of all the nonsense.
public/en_00599.wav,prabal uttered about me.
public/en_00600.wav,he was right in this matter.
public/en_00601.wav,that is why besides my own country.
public/en_00602.wav,i am very interested in.
public/en_00603.wav,knowing about elephants from assam and india.
public/en_00604.wav,i pester prabal with questions.
public/en_00605.wav,how can he speak.
public/en_00606.wav,i about the present situation regarding elephants.
public/en_00607.wav,prabal spoke up again.
public/en_00608.wav,since i cannot speak about the present situation.
public/en_00609.wav,i tell her elephant stories from the past.
public/en_00610.wav,the story of airabaat the elephant of god.
public/en_00611.wav,indra who raided the old mans garden.
public/en_00612.wav,and stole cabbage from the old couple.
public/en_00613.wav,who went to heaven clutching onto the elephants tail.
public/en_00614.wav,the story of the transplanted elephant head of lord ganesh.
public/en_00615.wav,a story of organ transplant.
public/en_00616.wav,i have told judith all these stories.
public/en_00617.wav,and legends concerning elephants.
public/en_00618.wav,now she even knows the assamese nursery rhyme.
public/en_00619.wav,hatit uthi prmimm ghoroloi jai by heart.
public/en_00620.wav,she even knows about the film.
public/en_00621.wav,hathi mere saathi.
